country_iso3,country_name,year,gdp,gdpcap,pop
FRO,Faroe Islands,2019,3266432734.22819,63068.2872688483,51792.0
FRO,Faroe Islands,2020,3271813311.5831,62243.1905561324,52565.0
FRO,Faroe Islands,2021,3699551717.10561,69415.1853254579,53296.0
FRO,Faroe Islands,2022,3615241800.50058,67058.2022648126,53912.0
FSM,"Micronesia, Fed. Sts.",2016,325000000.0,2979.60119184048,109075.0
FSM,"Micronesia, Fed. Sts.",2017,359000000.0,3279.10779039285,109481.0
FSM,"Micronesia, Fed. Sts.",2018,392000000.0,3566.58690371125,109909.0
FSM,"Micronesia, Fed. Sts.",2019,394000000.0,3572.65918282222,110282.0
FSM,"Micronesia, Fed. Sts.",2020,372902700.0,3362.02802120524,110916.0
FSM,"Micronesia, Fed. Sts.",2021,391601900.0,3508.22314197664,111624.0
FSM,"Micronesia, Fed. Sts.",2022,415956900.0,3710.12451611752,112114.0
GAB,Gabon,2016,14023890265.3665,6677.07003901644,2100306.0
GAB,Gabon,2017,14929487485.1623,6921.73373135624,2156900.0
GAB,Gabon,2018,16867326401.9626,7624.2775233771,2212318.0
GAB,Gabon,2019,16874405465.391,7441.1786472281,2267706.0
GAB,Gabon,2020,15342236163.9864,6605.80346077565,2322539.0
GAB,Gabon,2021,19444935097.2395,8181.40914134656,2376722.0
GAB,Gabon,2022,20440655695.1804,8409.2074145028,2430747.0
GBR,United Kingdom,2016,2706807606538.73,41257.9085545556,65607000.0
GBR,United Kingdom,2017,2699118387873.1,40916.8115070354,65966000.0
GBR,United Kingdom,2018,2897028009916.05,43702.9976303165,66289000.0
GBR,United Kingdom,2019,2875710080015.3,43158.7411267323,66631000.0
GBR,United Kingdom,2020,2724001478304.59,40812.6794663879,66744000.0
GBR,United Kingdom,2021,3194559188925.93,47691.3768799404,66984000.0
GBR,United Kingdom,2022,3181244350465.41,47057.043229179,67604000.0
GEO,Georgia,2016,15444548901.9637,4143.40125686315,3727505.0
GEO,Georgia,2017,16473125375.0684,4418.75206546679,3728004.0
GEO,Georgia,2018,17902544880.6471,4804.0546040444,3726549.0
GEO,Georgia,2019,17638337116.9126,4741.2832715876,3720161.0
GEO,Georgia,2020,16010869215.68,4300.85701291207,3722716.0
GEO,Georgia,2021,18853115588.8106,5083.60695484577,3708610.0
GEO,Georgia,2022,24984568959.605,6729.84659930283,3712502.0
GHA,Ghana,2016,56144179397.8516,1912.47991339951,29356742.0
GHA,Ghana,2017,60385409434.8567,2012.28662641265,30008354.0
GHA,Ghana,2018,67259353965.6087,2195.32166016377,30637585.0
GHA,Ghana,2019,68352629246.1555,2186.65822682613,31258945.0
GHA,Ghana,2020,70008243859.8666,2195.45481659987,31887809.0
GHA,Ghana,2021,79514204730.3979,2445.18662529344,32518665.0
GHA,Ghana,2022,73919003209.9866,2229.89122647803,33149152.0
GIB,Gibraltar,2016,,,33658.0
GIB,Gibraltar,2017,,,34245.0
GIB,Gibraltar,2018,,,34854.0
GIB,Gibraltar,2019,,,35494.0
GIB,Gibraltar,2020,,,36173.0
GIB,Gibraltar,2021,,,36858.0
GIB,Gibraltar,2022,,,37609.0
GIN,Guinea,2016,8595955222.49719,711.996509782316,12073030.0
GIN,Guinea,2017,10324668271.1362,833.598621691121,12385659.0
GIN,Guinea,2018,11857030366.7891,933.273615633705,12704774.0
GIN,Guinea,2019,13442861496.4454,1031.34146480732,13034346.0
GIN,Guinea,2020,14088693742.9464,1053.66097696415,13371183.0
GIN,Guinea,2021,17069115737.8259,1244.96550477914,13710513.0
GIN,Guinea,2022,19910452541.9219,1416.59612011764,14055137.0
GMB,"Gambia, The",2016,1484578885.97132,650.056501323611,2283769.0
GMB,"Gambia, The",2017,1504909462.69521,642.522641296331,2342189.0
GMB,"Gambia, The",2018,1670671327.81651,696.219806960615,2399632.0
GMB,"Gambia, The",2019,1813609692.49994,738.186751987483,2456844.0
GMB,"Gambia, The",2020,1812170891.19069,720.335143352133,2515733.0
GMB,"Gambia, The",2021,2014158842.14596,781.890925169531,2576010.0
GMB,"Gambia, The",2022,2204734527.88096,836.244875868476,2636470.0
GNB,Guinea-Bissau,2016,1245074264.10396,679.665386626818,1831893.0
GNB,Guinea-Bissau,2017,1469978606.12143,783.123186602022,1877072.0
GNB,Guinea-Bissau,2018,1554133593.91699,808.531613218504,1922168.0
GNB,Guinea-Bissau,2019,1596227316.34846,811.216425885129,1967696.0
GNB,Guinea-Bissau,2020,1705057581.09946,846.915855715971,2013255.0
GNB,Guinea-Bissau,2021,1908094558.33981,926.780921081233,2058841.0
GNB,Guinea-Bissau,2022,1859601384.05928,883.199131457831,2105529.0
GNQ,Equatorial Guinea,2016,11240808847.8878,7453.19797948517,1508186.0
GNQ,Equatorial Guinea,2017,12200913878.9827,7809.10465655488,1562396.0
GNQ,Equatorial Guinea,2018,13097012133.6159,8102.47084834031,1616422.0
GNQ,Equatorial Guinea,2019,11364133549.7478,6804.14923073888,1670177.0
GNQ,Equatorial Guinea,2020,9893816007.7398,5764.05502912947,1716468.0
GNQ,Equatorial Guinea,2021,12215878032.7166,6945.63069794539,1758786.0
GNQ,Equatorial Guinea,2022,13687643435.6249,7589.29964909381,1803545.0
GRC,Greece,2016,193097239005.87,17919.2426377048,10775971.0
GRC,Greece,2017,200381103984.298,18631.9930129293,10754679.0
GRC,Greece,2018,213298873494.394,19873.4015238771,10732882.0
GRC,Greece,2019,207305649887.019,19335.3602002969,10721582.0
GRC,Greece,2020,191362985554.861,17886.733165236,10698599.0
GRC,Greece,2021,218303801895.326,20654.7001960815,10569207.0
GRC,Greece,2022,217990189600.69,20886.5243087629,10436882.0
GRD,Grenada,2016,1061640740.74074,9221.23461079424,115130.0
GRD,Grenada,2017,1125685185.18519,9751.42661155932,115438.0
GRD,Grenada,2018,1166514814.81481,10083.021279225,115691.0
GRD,Grenada,2019,1213485185.18519,10462.7929159533,115981.0
GRD,Grenada,2020,1043411111.11111,8968.55890108484,116341.0
GRD,Grenada,2021,1122222222.22222,9617.28902905373,116688.0
GRD,Grenada,2022,1224007407.40741,10469.3867012856,116913.0
GRL,Greenland,2016,2707139544.46695,48181.7453541266,56186.0
GRL,Greenland,2017,2851613679.03433,50765.7494665372,56172.0
GRL,Greenland,2018,3055782146.15957,54545.135857765,56023.0
GRL,Greenland,2019,2997309971.87623,53309.2035905065,56225.0
GRL,Greenland,2020,3089625554.40473,54812.6661771023,56367.0
GRL,Greenland,2021,3293578467.57327,58135.9939910203,56653.0
GRL,Greenland,2022,3152334771.77992,55635.0006491223,56661.0
GTM,Guatemala,2016,66053408205.8838,4060.13784737643,16268760.0
GTM,Guatemala,2017,71653780740.4226,4324.99768915601,16567357.0
GTM,Guatemala,2018,73328356007.6152,4352.94593289707,16845685.0
GTM,Guatemala,2019,77172331693.4093,4511.99839552697,17103803.0
GTM,Guatemala,2020,77719468248.3666,4477.61785000665,17357325.0
GTM,Guatemala,2021,86455522272.7383,4912.62240414681,17598650.0
GTM,Guatemala,2022,95641446500.6523,5358.70156997677,17847877.0
GUM,Guam,2016,5901000000.0,35930.6594898711,164233.0
GUM,Guam,2017,6013000000.0,36779.0078903909,163490.0
GUM,Guam,2018,6051000000.0,37195.9503070464,162679.0
GUM,Guam,2019,6355000000.0,39274.9431424899,161808.0
GUM,Guam,2020,5916000000.0,36482.9363953675,162158.0
GUM,Guam,2021,6234000000.0,38074.8793745801,163730.0
GUM,Guam,2022,6910000000.0,41833.1517132825,165180.0
GUY,Guyana,2016,4482697336.56174,5870.87823759835,763548.0
GUY,Guyana,2017,4748174334.14044,6178.6650437298,768479.0
GUY,Guyana,2018,4787636997.85343,6048.38697180418,791556.0
GUY,Guyana,2019,5173760191.84652,6405.82443444562,807665.0
GUY,Guyana,2020,5471256594.72422,6775.70939096303,807481.0
GUY,Guyana,2021,8041362110.31175,9860.87014834386,815482.0
GUY,Guyana,2022,14718388489.2086,17913.4928066879,821637.0
HKG,"Hong Kong SAR, China",2016,320860317562.562,43734.1980702999,7336600.0
HKG,"Hong Kong SAR, China",2017,341273289534.466,46160.429791493,7393200.0
HKG,"Hong Kong SAR, China",2018,361731070995.726,48537.5668888343,7452600.0
HKG,"Hong Kong SAR, China",2019,363074545072.389,48359.0011950597,7507900.0
HKG,"Hong Kong SAR, China",2020,344943149590.058,46109.2299946609,7481000.0
HKG,"Hong Kong SAR, China",2021,368954169748.818,49770.5642374739,7413100.0
HKG,"Hong Kong SAR, China",2022,358679533984.718,48825.8441873536,7346100.0
HND,Honduras,2016,21717604952.1835,2307.34468351082,9412380.0
HND,Honduras,2017,23136247990.5977,2413.0076562942,9588137.0
HND,Honduras,2018,24067750760.499,2464.64241531918,9765210.0
HND,Honduras,2019,24882225741.8119,2502.32744328073,9943633.0
HND,Honduras,2020,23352232483.755,2307.61494319511,10119640.0
HND,Honduras,2021,28144331506.6149,2735.14751503977,10289877.0
HND,Honduras,2022,31426041806.7985,3003.28996826399,10463872.0
HPC,Heavily indebted poor countries (HIPC),2016,677200621773.188,894.708764701024,756895035.0
HPC,Heavily indebted poor countries (HIPC),2017,735068264238.844,943.132832332498,779389964.0
HPC,Heavily indebted poor countries (HIPC),2018,790373898773.381,985.478210719267,802020674.0
HPC,Heavily indebted poor countries (HIPC),2019,811372254522.343,983.900062178744,824649053.0
HPC,Heavily indebted poor countries (HIPC),2020,816029422839.446,962.590226473892,847743308.0
HPC,Heavily indebted poor countries (HIPC),2021,924417463438.7,1061.41414950431,870930036.0
HPC,Heavily indebted poor countries (HIPC),2022,1002501492801.3,1121.48387311982,893906294.0
HRV,Croatia,2016,52650714171.8617,12820.1653893008,4106867.0
HRV,Croatia,2017,56182782585.9052,13901.7878144679,4041407.0
HRV,Croatia,2018,61667925219.0755,15460.3669595491,3988775.0
HRV,Croatia,2019,61466721186.3116,15563.5987295029,3949390.0
HRV,Croatia,2020,57959843541.3699,14807.5608543265,3914206.0
HRV,Croatia,2021,69002365163.3368,17788.7865816658,3878981.0
HRV,Croatia,2022,71196498671.1145,18465.5414420364,3855641.0
HTI,Haiti,2016,14069277526.2278,1318.40268167953,10671457.0
HTI,Haiti,2017,15093357161.1498,1395.23945184461,10817754.0
HTI,Haiti,2018,16403864617.8458,1496.38048970156,10962362.0
HTI,Haiti,2019,15016090929.5125,1352.17204191532,11105163.0
HTI,Haiti,2020,14508222518.3018,1290.32538667383,11243848.0
HTI,Haiti,2021,20944387975.7051,1841.33189337222,11374586.0
HTI,Haiti,2022,20253551920.5516,1760.62635668777,11503606.0
HUN,Hungary,2016,128983560865.293,13215.8605277789,9759755.0
HUN,Hungary,2017,143335098991.862,14736.1668157258,9726756.0
HUN,Hungary,2018,161184691013.835,16605.0570511887,9706964.0
HUN,Hungary,2019,164936682033.992,17012.8598553199,9694824.0
HUN,Hungary,2020,158468487754.196,16386.9308821258,9670419.0
HUN,Hungary,2021,183282685440.486,19030.628130329,9630932.0
HUN,Hungary,2022,177002580544.155,18428.028825614,9605074.0
IBD,IBRD only,2016,26133021093477.3,5534.81953332906,4721566970.0
IBD,IBRD only,2017,28848700119389.0,6053.30921793356,4765773411.0
IBD,IBRD only,2018,30736778363828.6,6394.19484299789,4806981820.0
IBD,IBRD only,2019,31377057597389.8,6476.07259783679,4845075024.0
IBD,IBRD only,2020,30204027280204.5,6191.51088391849,4878296727.0
IBD,IBRD only,2021,35879316080995.1,7314.52836425796,4905212516.0
IBD,IBRD only,2022,37943329554311.5,7699.23258826186,4928196300.0
IBT,IDA & IBRD total,2016,28286257999424.7,4447.41739069513,6360153661.0
IBT,IDA & IBRD total,2017,31117686702333.8,4831.93005964107,6440011821.0
IBT,IDA & IBRD total,2018,33147599934551.5,5085.50217477103,6518058354.0
IBT,IDA & IBRD total,2019,34078219798939.1,5167.89523774327,6594216452.0
IBT,IDA & IBRD total,2020,32822847991827.3,4923.57218418891,6666470352.0
IBT,IDA & IBRD total,2021,38741335342414.8,5754.24675079937,6732651035.0
IBT,IDA & IBRD total,2022,41018485584725.7,6036.81374407089,6794724390.0
IDA,IDA total,2016,2153236905947.39,1314.0817741131,1638586691.0
IDA,IDA total,2017,2268986582944.81,1355.23505457315,1674238410.0
IDA,IDA total,2018,2410821570722.89,1408.95016839901,1711076534.0
IDA,IDA total,2019,2701162201549.27,1544.27890067061,1749141428.0
IDA,IDA total,2020,2618820711622.81,1464.52261402905,1788173625.0
IDA,IDA total,2021,2862019261419.67,1566.13709936781,1827438519.0
IDA,IDA total,2022,3075156030414.18,1647.52732460307,1866528090.0
IDB,IDA blend,2016,1035761112332.6,1790.53787826053,578463670.0
IDB,IDA blend,2017,1064701742324.65,1804.50559433385,590024074.0
IDB,IDA blend,2018,1125278097800.27,1869.38204447615,601951913.0
IDB,IDA blend,2019,1354444605559.25,2205.87361894796,614017319.0
IDB,IDA blend,2020,1258453633593.25,2008.89632662853,626440308.0
IDB,IDA blend,2021,1369357769886.58,2142.31172674601,639196319.0
IDB,IDA blend,2022,1456880573683.68,2234.83616206483,651895919.0
IDN,Indonesia,2016,931877364037.698,3521.46943457574,264627418.0
IDN,Indonesia,2017,1015618744159.73,3798.88326174526,267346658.0
IDN,Indonesia,2018,1042271532988.63,3860.95353090726,269951846.0
IDN,Indonesia,2019,1119099871350.2,4106.94856160358,272489381.0
IDN,Indonesia,2020,1059054842698.48,3853.70288774146,274814866.0
IDN,Indonesia,2021,1186509691086.73,4287.17313995098,276758053.0
IDN,Indonesia,2022,1319101183380.15,4730.83484836107,278830529.0
IDX,IDA only,2016,1117475793614.79,1054.10011053311,1060123021.0
IDX,IDA only,2017,1204284840620.16,1110.744251052,1084214336.0
IDX,IDA only,2018,1285543472922.62,1159.06134313704,1109124621.0
IDX,IDA only,2019,1346717595990.02,1186.40559680864,1135124109.0
IDX,IDA only,2020,1360367078029.56,1170.98051516892,1161733317.0
IDX,IDA only,2021,1492661491533.09,1256.19296430735,1188242200.0
IDX,IDA only,2022,1618275456730.5,1332.31730178708,1214632171.0
IMN,Isle of Man,2016,6846377563.00683,82025.9454509241,83466.0
IMN,Isle of Man,2017,6979788333.50279,83481.3038489014,83609.0
IMN,Isle of Man,2018,7491649455.92717,89393.8244248812,83805.0
IMN,Isle of Man,2019,7314967866.28289,87127.5517977404,83957.0
IMN,Isle of Man,2020,6684225641.02564,79513.5330346598,84064.0
IMN,Isle of Man,2021,7931193222.06405,94299.969348965,84106.0
IMN,Isle of Man,2022,7431257410.92713,88328.548125887,84132.0
IND,India,2016,2294796885663.16,1707.50892912243,1343944296.0
IND,India,2017,2651474262755.45,1950.10468280866,1359657400.0
IND,India,2018,2702929641648.74,1966.25455171679,1374659064.0
IND,India,2019,2835606256558.19,2041.42863698585,1389030312.0
IND,India,2020,2674851578587.27,1907.04251637669,1402617695.0
IND,India,2021,3167270623260.47,2239.61384367482,1414203896.0
IND,India,2022,3346107287730.93,2347.44829434623,1425423212.0
IRL,Ireland,2016,305431252708.748,64129.5571542383,4762722.0
IRL,Ireland,2017,348355212568.515,72161.4047531385,4827445.0
IRL,Ireland,2018,395780319816.603,80804.1123164826,4898022.0
IRL,Ireland,2019,407211793800.713,81827.6688873996,4976456.0
IRL,Ireland,2020,436009027818.948,86514.0706108754,5039747.0
IRL,Ireland,2021,530394123829.763,103783.446284479,5110585.0
IRL,Ireland,2022,548341794599.09,105190.685952731,5212836.0
IRN,"Iran, Islamic Rep.",2016,478618064870.999,5710.59947089104,83812228.0
IRN,"Iran, Islamic Rep.",2017,510239893417.645,6000.93346404409,85026754.0
IRN,"Iran, Islamic Rep.",2018,411903303606.044,4783.01067340237,86117998.0
IRN,"Iran, Islamic Rep.",2019,347988400957.999,3997.4935449585,87051648.0
IRN,"Iran, Islamic Rep.",2020,280934329279.723,3202.50003502169,87723443.0
IRN,"Iran, Islamic Rep.",2021,407350685583.335,4605.14881318992,88455488.0
IRN,"Iran, Islamic Rep.",2022,422662261525.665,4721.20437099984,89524246.0
IRQ,Iraq,2016,166743557747.671,4334.42096404188,38469627.0
IRQ,Iraq,2017,187217660050.676,4759.2846435467,39337353.0
IRQ,Iraq,2018,227367469034.031,5646.68932074742,40265624.0
IRQ,Iraq,2019,233636097800.338,5671.8568632942,41192171.0
IRQ,Iraq,2020,180898797516.874,4295.18945121228,42116605.0
IRQ,Iraq,2021,209691945713.103,4868.49431080783,43071211.0
IRQ,Iraq,2022,287372232137.931,6520.73154560584,44070551.0
ISL,Iceland,2016,21083713310.457,62854.0906407932,335439.0
ISL,Iceland,2017,25060086487.8901,72976.3729990975,343400.0
ISL,Iceland,2018,26677652544.3499,75633.8651351915,352721.0
ISL,Iceland,2019,24985687022.0452,69296.3144361601,360563.0
ISL,Iceland,2020,22034665040.7901,60127.9393575616,366463.0
ISL,Iceland,2021,26234872402.457,70425.4064277273,372520.0
ISL,Iceland,2022,29166102877.2755,76350.4550416502,382003.0
ISR,Israel,2016,321940971558.016,37671.5389138798,8546000.0
ISR,Israel,2017,358451839052.991,41138.470964272,8713300.0
ISR,Israel,2018,376299083108.497,42362.6652754196,8882800.0
ISR,Israel,2019,400645216358.857,44250.6313628073,9054000.0
ISR,Israel,2020,410768352657.612,44575.5719045492,9215100.0
ISR,Israel,2021,489851549972.347,52270.9040241956,9371400.0
ISR,Israel,2022,525181008025.57,54949.621556429,9557500.0
ITA,Italy,2016,1887111188176.93,31391.5692898108,60115223.0
ITA,Italy,2017,1970720904584.71,32844.115660604,60002252.0
ITA,Italy,2018,2099435266458.67,34904.1081923834,60148658.0
ITA,Italy,2019,2019606796583.53,33812.788724868,59729081.0
ITA,Italy,2020,1907481094079.23,32091.4866621366,59438851.0
ITA,Italy,2021,2179207773596.09,36852.5425414951,59133173.0
ITA,Italy,2022,2104067630319.46,35653.9042103495,59013667.0
JAM,Jamaica,2016,14898999754.1229,5302.29553353854,2809915.0
JAM,Jamaica,2017,15783583236.675,5605.43541173019,2815764.0
JAM,Jamaica,2018,16855447986.2221,5976.90362644337,2820097.0
JAM,Jamaica,2019,17026269262.5307,6030.68896415921,2823271.0
JAM,Jamaica,2020,15000214216.2439,5299.04530804283,2830739.0
JAM,Jamaica,2021,15963885376.3537,5625.67806271236,2837682.0
JAM,Jamaica,2022,18813516805.214,6626.47502388538,2839144.0
JOR,Jordan,2016,39892551126.7606,3986.71677010853,10006367.0
JOR,Jordan,2017,41608435915.493,4065.61628749384,10234226.0
JOR,Jordan,2018,43370860704.2254,4145.43989673265,10462306.0
JOR,Jordan,2019,44503006338.0282,4170.1144003465,10671891.0
JOR,Jordan,2020,43700383098.5916,4022.0401356135,10865228.0
JOR,Jordan,2021,46296100140.8451,4183.49998326866,11066356.0
JOR,Jordan,2022,48764963380.2817,4332.25159897931,11256263.0
JPN,Japan,2016,5003677627544.24,39375.4731620781,127076000.0
JPN,Japan,2017,4930837369151.42,38834.0529341227,126972000.0
JPN,Japan,2018,5040880939324.86,39751.1330982711,126811000.0
JPN,Japan,2019,5117993853016.51,40415.9567649547,126633000.0
JPN,Japan,2020,5054068005376.28,40028.7341726762,126261000.0
JPN,Japan,2021,5039148168861.22,40094.5599795288,125681593.0
JPN,Japan,2022,4262463317796.53,34065.6438962526,125124989.0
KAZ,Kazakhstan,2016,137278320084.171,7475.56688689424,18363600.0
KAZ,Kazakhstan,2017,166805788827.233,8943.08416791984,18651931.0
KAZ,Kazakhstan,2018,179339977690.485,9472.48527327758,18932727.0
KAZ,Kazakhstan,2019,181667184854.501,9457.12614657136,19209555.0
KAZ,Kazakhstan,2020,171082365861.423,8781.50797787648,19482117.0
KAZ,Kazakhstan,2021,197112255360.612,9983.60103576902,19743603.0
KAZ,Kazakhstan,2022,225496328925.494,11255.3396437881,20034609.0
KEN,Kenya,2016,74815144163.8931,1554.12610314423,48139687.0
KEN,Kenya,2017,82036510877.2599,1667.48447230835,49197766.0
KEN,Kenya,2018,92202979985.2863,1836.45275528993,50207107.0
KEN,Kenya,2019,100378436207.371,1960.40808854893,51202827.0
KEN,Kenya,2020,100657505750.545,1927.66459027849,52217334.0
KEN,Kenya,2021,109703658904.994,2061.35622089594,53219166.0
KEN,Kenya,2022,114448978152.637,2109.56288513137,54252461.0
KGZ,Kyrgyz Republic,2016,6813095379.1187,1103.27489428412,6175338.0
KGZ,Kyrgyz Republic,2017,7702938379.42036,1221.39046807082,6306696.0
KGZ,Kyrgyz Republic,2018,8271106235.41552,1283.5203037417,6444079.0
KGZ,Kyrgyz Republic,2019,9371275264.36735,1421.99927504102,6590211.0
KGZ,Kyrgyz Republic,2020,8270468614.24051,1229.51766602907,6726596.0
KGZ,Kyrgyz Republic,2021,9249133946.26531,1349.99730650542,6851224.0
KGZ,Kyrgyz Republic,2022,12134931017.9465,1739.72018344174,6975220.0
KHM,Cambodia,2016,26556545153.3573,1675.19555711109,15852803.0
KHM,Cambodia,2017,29355665909.7905,1826.35391688754,16073372.0
KHM,Cambodia,2018,33145892168.8958,2036.67377566578,16274522.0
KHM,Cambodia,2019,36685356407.7206,2225.87705485686,16481304.0
KHM,Cambodia,2020,34818073901.4851,2081.73914242939,16725474.0
KHM,Cambodia,2021,36790163687.4421,2167.40324198499,16974305.0
KHM,Cambodia,2022,39994532959.6074,2325.03050040841,17201724.0
KIR,Kiribati,2016,206467818.503227,1742.66799324117,118478.0
KIR,Kiribati,2017,222875736.343445,1853.05122713319,120275.0
KIR,Kiribati,2018,233514717.441266,1912.73809378187,122084.0
KIR,Kiribati,2019,216985388.322754,1750.9977188915,123921.0
KIR,Kiribati,2020,220898020.418627,1751.78249168214,126099.0
KIR,Kiribati,2021,285259881.131951,2222.04819501897,128377.0
KIR,Kiribati,2022,270040453.254018,2069.7671726925,130469.0
KNA,St. Kitts and Nevis,2016,1006818518.51852,21387.5415511103,47075.0
KNA,St. Kitts and Nevis,2017,1056977777.77778,22464.9899633959,47050.0
KNA,St. Kitts and Nevis,2018,1076548148.14815,22901.3816403197,47008.0
KNA,St. Kitts and Nevis,2019,1107855555.55556,23595.4923231291,46952.0
KNA,St. Kitts and Nevis,2020,883922222.222222,18859.0190361046,46870.0
KNA,St. Kitts and Nevis,2021,858622222.222222,18361.1449697886,46763.0
KNA,St. Kitts and Nevis,2022,981429629.62963,21011.5744209816,46709.0
KOR,"Korea, Rep.",2016,1579150518945.44,30832.0628072516,51217803.0
KOR,"Korea, Rep.",2017,1710196756713.17,33296.9845439195,51361911.0
KOR,"Korea, Rep.",2018,1824251454306.83,35363.9508228687,51585058.0
KOR,"Korea, Rep.",2019,1751045752054.63,33826.9443301597,51764822.0
KOR,"Korea, Rep.",2020,1744070276373.34,33645.7719545073,51836239.0
KOR,"Korea, Rep.",2021,1942313560965.9,37518.4635305697,51769539.0
KOR,"Korea, Rep.",2022,1799363116866.52,34822.4048404971,51672569.0
KWT,Kuwait,2016,109406674124.652,27323.6890735517,4004096.0
KWT,Kuwait,2017,120687539805.505,29047.6536135703,4154812.0
KWT,Kuwait,2018,138646316350.727,32067.9623756889,4323515.0
KWT,Kuwait,2019,140856394860.529,31707.8737443551,4442316.0
KWT,Kuwait,2020,111045470605.715,25236.0755848941,4400267.0
KWT,Kuwait,2021,148350671489.144,34018.6342592913,4360865.0
KWT,Kuwait,2022,183502046693.878,39981.7691035833,4589643.0
LAC,Latin America & Caribbean (excluding high income),2016,4438833899168.87,7977.19727122285,556440282.0
LAC,Latin America & Caribbean (excluding high income),2017,4960873741744.95,8827.8501051856,561957179.0
LAC,Latin America & Caribbean (excluding high income),2018,4816735877469.79,8484.48335233409,567711159.0
LAC,Latin America & Caribbean (excluding high income),2019,4748616176252.64,8282.78290882792,573311679.0
LAC,Latin America & Caribbean (excluding high income),2020,3991303751042.44,6904.27677369596,578091505.0
LAC,Latin America & Caribbean (excluding high income),2021,4637976019252.06,7970.6164425206,581884231.0
LAC,Latin America & Caribbean (excluding high income),2022,5336050967302.51,9111.34927084769,585648822.0
LAO,Lao PDR,2016,15912501722.6143,2303.22156035363,6908802.0
LAO,Lao PDR,2017,17071155481.4994,2432.43059478511,7018147.0
LAO,Lao PDR,2018,18141641089.7963,2545.1075420815,7128045.0
LAO,Lao PDR,2019,18740561512.5555,2589.32081035237,7237636.0
LAO,Lao PDR,2020,18981805250.2424,2583.77730696131,7346533.0
LAO,Lao PDR,2021,18827148530.9347,2526.05105018529,7453194.0
LAO,Lao PDR,2022,15468785203.7532,2046.40440255621,7559007.0
LBN,Lebanon,2016,51147308774.1294,8089.012088155,6323060.0
LBN,Lebanon,2017,53027680685.9038,8608.21084982387,6160128.0
LBN,Lebanon,2018,54901519155.5556,9174.53666204759,5984119.0
LBN,Lebanon,2019,51605959131.2741,8905.88005497437,5794594.0
LBN,Lebanon,2020,31712128253.7961,5561.19166950397,5702398.0
LBN,Lebanon,2021,23131941556.7843,4045.37391066234,5718122.0
LBN,Lebanon,2022,20992421948.8081,3654.35845534878,5744489.0
LBR,Liberia,2016,3398419600.0,714.613063145659,4755608.0
LBR,Liberia,2017,3390703400.0,699.269095727404,4848925.0
LBR,Liberia,2018,3422754800.0,692.203127129794,4944726.0
LBR,Liberia,2019,3319596500.0,658.164180770507,5043721.0
LBR,Liberia,2020,3176126300.0,616.787867006715,5149463.0
LBR,Liberia,2021,3513049500.0,667.96610514319,5259323.0
LBR,Liberia,2022,4001047000.0,744.617175237387,5373294.0
LBY,Libya,2016,49912073701.298,7525.80299308216,6632126.0
LBY,Libya,2017,67157452181.7738,9965.83236729757,6738770.0
LBY,Libya,2018,76686029772.1483,11196.5854810844,6849055.0
LBY,Libya,2019,69254496471.6938,9963.19489084483,6951033.0
LBY,Libya,2020,46854285440.642,6650.33810585348,7045399.0
LBY,Libya,2021,35217995647.2862,4935.82787349801,7135175.0
LBY,Libya,2022,43246297921.8499,5986.63694851258,7223805.0
LCA,St. Lucia,2016,1868544444.44444,10638.1269396653,175646.0
LCA,St. Lucia,2017,1998503703.7037,11333.1123822102,176342.0
LCA,St. Lucia,2018,2060955555.55556,11642.6984727769,177017.0
LCA,St. Lucia,2019,2095344444.44444,11794.0597229805,177661.0
LCA,St. Lucia,2020,1499274074.07407,8411.07474936367,178250.0
LCA,St. Lucia,2021,1867185185.18518,10459.1321248092,178522.0
LCA,St. Lucia,2022,2342714814.81481,13103.8243147472,178781.0
LCN,Latin America & Caribbean,2016,5148746106826.83,8241.45140922665,624737786.0
LCN,Latin America & Caribbean,2017,5715057427671.23,9065.54817792867,630414986.0
LCN,Latin America & Caribbean,2018,5581100995040.84,8778.37906311973,635778081.0
LCN,Latin America & Caribbean,2019,5473432644126.84,8539.39776066424,640962372.0
LCN,Latin America & Caribbean,2020,4627348896643.87,7168.64740599577,645498186.0
LCN,Latin America & Caribbean,2021,5382862734265.64,8291.07156305024,649236072.0
LCN,Latin America & Caribbean,2022,6144995160894.64,9408.84820249156,653108120.0
LDC,Least developed countries: UN classification,2016,952622086763.392,966.721782937566,985414939.0
LDC,Least developed countries: UN classification,2017,1044504274790.04,1035.19428808636,1008993468.0
LDC,Least developed countries: UN classification,2018,1116339519831.8,1080.56177999961,1033110314.0
LDC,Least developed countries: UN classification,2019,1169366192253.69,1105.24693378698,1058013514.0
LDC,Least developed countries: UN classification,2020,1179778077659.19,1088.72161311357,1083636132.0
LDC,Least developed countries: UN classification,2021,1303898952961.36,1175.55718251136,1109175268.0
LDC,Least developed countries: UN classification,2022,1474237106700.91,1299.36172423082,1134585604.0
LIE,Liechtenstein,2016,6237302033.50132,165375.491396259,37716.0
LIE,Liechtenstein,2017,6474308717.85289,170547.092298954,37962.0
LIE,Liechtenstein,2018,6692620691.84146,174988.775083446,38246.0
LIE,Liechtenstein,2019,6436467007.11932,166907.839305016,38563.0
LIE,Liechtenstein,2020,6405870210.32293,164671.093553454,38901.0
LIE,Liechtenstein,2021,7912602342.18895,201944.830335076,39182.0
